0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0.0,0.0,0.047857195138931274,-0.0986747145652771,-0.020023428014191325,0.11948719620704651,-0.21036463975906372,-0.051468251383575137,0.14702120423316956,-0.3056284189224243,-0.08075639430311554,0.1556950807571411,-0.40398234128952026,-0.10750523779419296,0.11178126931190491,-0.22106808423995972,-0.10664470318582886,0.24023494124412537,-0.20209163427352905,-0.15727054897573822,0.23640146851539612,-0.16787844896316528,-0.17491082671907776,0.1982652246952057,-0.1759212613105774,-0.18258428398397797,0.07926082611083984,-0.14099597930908203,-0.12314702395227783,0.23688313364982605,-0.10438114404678345,-0.16393969777849549,0.21509519219398499,-0.07971405982971191,-0.15854471746710175,0.16820788383483887,-0.09241640567779541,-0.15682004216936463,0.0566694438457489,-0.04081302881240845,-0.13816523376730316,0.20697805285453796,-0.004110515117645264,-0.1705237013461911,0.18186265230178833,0.015617668628692627,-0.14419683638838166,0.1376705765724182,0.006499528884887695,-0.12850403610494965,0.0423489511013031,0.06005054712295532,-0.1542423648002469,0.16062092781066895,0.083412766456604,-0.1785798651340329,0.1438043713569641,0.09274613857269287,-0.16014031890657776,0.10358509421348572,0.08682352304458618,-0.14710153464105957,0
0.0,0.0,0.0,0.040989458560943604,-0.10099101066589355,-0.006592639785566234,0.11673957109451294,-0.2183440923690796,-0.02575736126706829,0.14417216181755066,-0.31439274549484253,-0.0460224711041235,0.14178618788719177,-0.40366458892822266,-0.06221795460984936,0.12413308024406433,-0.25389933586120605,-0.06573450944230785,0.2681485116481781,-0.21787160634994507,-0.10932942113683453,0.2375633418560028,-0.180991530418396,-0.12326533726260891,0.1898731291294098,-0.19233548641204834,-0.12813140085742702,0.10287666320800781,-0.18523812294006348,-0.08505989244983425,0.2685966193675995,-0.13654011487960815,-0.11930722377107372,0.22399583458900452,-0.10493218898773193,-0.11150428286597958,0.17131155729293823,-0.11291879415512085,-0.10525155446336498,0.08675208687782288,-0.09601616859436035,-0.10424986115501156,0.23886242508888245,-0.05229604244232178,-0.12992415956065884,0.19448986649513245,-0.026415884494781494,-0.1062065102796339,0.14737531542778015,-0.034432291984558105,-0.09047091386125317,0.07474774122238159,0.0007126331329345703,-0.1237192340831541,0.20204296708106995,0.030780553817749023,-0.1342829429249548,0.16680672764778137,0.04555940628051758,-0.11454275629327526,0.1178874671459198,0.039764583110809326,-0.1015654244165205,0
0.0,0.0,0.0,0.03898042440414429,-0.10608839988708496,-0.009209053839470016,0.112632155418396,-0.23322272300720215,-0.029055691572750675,0.14061349630355835,-0.33601367473602295,-0.05034738151999818,0.1287839710712433,-0.4287527799606323,-0.06719100593301164,0.11915460228919983,-0.2891402244567871,-0.05944799377294885,0.2600518465042114,-0.2533196806907654,-0.10233944027396547,0.23625165224075317,-0.1993337869644165,-0.1179994878050934,0.1936730146408081,-0.20141899585723877,-0.12486735104295121,0.10139861702919006,-0.22369861602783203,-0.07817720739814149,0.26254725456237793,-0.17714083194732666,-0.11119191466542588,0.22505122423171997,-0.13262492418289185,-0.10532067834111558,0.17733827233314514,-0.14078611135482788,-0.10126209377023088,0.08805793523788452,-0.1360635757446289,-0.09759456037255632,0.23856353759765625,-0.09788590669631958,-0.12350219606133805,0.19994401931762695,-0.06399649381637573,-0.100727969097818,0.15578120946884155,-0.07297521829605103,-0.08569967864724504,0.07812899351119995,-0.03983914852142334,-0.11763977377387391,0.2062011957168579,-0.021518468856811523,-0.12696816145154344,0.17535144090652466,-0.0014448165893554688,-0.10608630745383607,0.12863248586654663,-0.005582630634307861,-0.09244816123219834,0
0.0,0.0,0.0,0.03889942169189453,-0.11255556344985962,-0.011897977887684874,0.10728028416633606,-0.24268001317977905,-0.02921935588031488,0.13385596871376038,-0.3432847559452057,-0.04764903753905969,0.12152579426765442,-0.4312203526496887,-0.0613935519745894,0.12165910005569458,-0.28600406646728516,-0.052665878533417754,0.2598000466823578,-0.24426209926605225,-0.09501111552029329,0.23297128081321716,-0.19987577199935913,-0.11144353493958192,0.19067266583442688,-0.2066659927368164,-0.11952379390507417,0.10765185952186584,-0.2161603569984436,-0.06930042847901063,0.26050683856010437,-0.16247087717056274,-0.10060362562447267,0.22000613808631897,-0.12842339277267456,-0.09549022510557847,0.17615154385566711,-0.1409144401550293,-0.09348946109324174,0.09751033782958984,-0.12912487983703613,-0.08769515946417528,0.2402409017086029,-0.08491075038909912,-0.1149703045180388,0.1994776427745819,-0.061327993869781494,-0.09659883424549776,0.15737134218215942,-0.07423603534698486,-0.0846883808067389,0.09093275666236877,-0.037470996379852295,-0.10699921145945268,0.21174725890159607,-0.01748436689376831,-0.11870516136198717,0.180612713098526,-0.00433659553527832,-0.10221339061766344,0.13658344745635986,-0.009961962699890137,-0.0914134164145537,0
0.0,0.0,0.0,0.033774733543395996,-0.11533671617507935,-0.01046236556680924,0.1017640233039856,-0.2456488013267517,-0.026086966960747304,0.12980449199676514,-0.3445509076118469,-0.04284808550687558,0.11593729257583618,-0.425858736038208,-0.05503586073132283,0.1292603611946106,-0.2775266170501709,-0.04579576615901715,0.26106366515159607,-0.23406535387039185,-0.08199091766687161,0.23565331101417542,-0.19422870874404907,-0.09592485193820721,0.1962638795375824,-0.20090728998184204,-0.10291231934638745,0.11967325210571289,-0.20513582229614258,-0.06156229738803631,0.26039305329322815,-0.15450382232666016,-0.087500562413652,0.22166016697883606,-0.12471699714660645,-0.08329752598615414,0.17943832278251648,-0.13757860660552979,-0.08227605138631588,0.11273685097694397,-0.11854743957519531,-0.07855588708730465,0.2445146143436432,-0.07913219928741455,-0.10030020539375073,0.2058260142803192,-0.058974504470825195,-0.08292524282546765,0.16476088762283325,-0.07147300243377686,-0.07233460758538968,0.10789519548416138,-0.031012356281280518,-0.0964027545294357,0.2196352779865265,-0.01562511920928955,-0.10425221685977704,0.19075116515159607,-0.003577589988708496,-0.08695667003007657,0.149836927652359,-0.008493900299072266,-0.07567813013406521,0
0.0,0.0,0.0,0.028907686471939087,-0.11643904447555542,-0.008481646284963062,0.0926884114742279,-0.24068808555603027,-0.026028393164779118,0.12053835391998291,-0.3364477753639221,-0.04440662297656672,0.10491439700126648,-0.4170283377170563,-0.05879132482459681,0.1248137354850769,-0.2632891535758972,-0.05254758554747241,0.25277429819107056,-0.21628475189208984,-0.08797841551950114,0.22551792860031128,-0.17918038368225098,-0.10112614962508815,0.1860448122024536,-0.1855635643005371,-0.10739748957803386,0.11967873573303223,-0.1910240650177002,-0.06799376043727534,0.2525888681411743,-0.14358341693878174,-0.09176794472386973,0.21489262580871582,-0.11686509847640991,-0.08537051859548228,0.17318427562713623,-0.12934601306915283,-0.083619580001141,0.11560475826263428,-0.10549598932266235,-0.08379720184257167,0.23811322450637817,-0.07120347023010254,-0.10311396452834742,0.20109355449676514,-0.05269044637680054,-0.08360150489261287,0.1615045666694641,-0.06392079591751099,-0.07237736168553965,0.11248931288719177,-0.020203471183776855,-0.10006996277024882,0.2192319631576538,-0.00712960958480835,-0.10601145806958812,0.19112831354141235,0.004194378852844238,-0.08731907638957637,0.15185773372650146,-0.0010138750076293945,-0.07565731588056224,0
0.0,0.0,0.0,0.027272284030914307,-0.11386352777481079,-0.009615682962902383,0.08893024921417236,-0.23730140924453735,-0.02755715880877574,0.11464187502861023,-0.3312818109989166,-0.04598171260542472,0.09923884272575378,-0.4104714095592499,-0.06016164642161925,0.12277045845985413,-0.2460721731185913,-0.05336408313698371,0.24491024017333984,-0.20473188161849976,-0.08741825070566733,0.2167336344718933,-0.1709904670715332,-0.09971607473082145,0.17733561992645264,-0.17586880922317505,-0.10527057197279532,0.1193995475769043,-0.17420518398284912,-0.06728118654675086,0.24508452415466309,-0.134646475315094,-0.08923480656332572,0.2090597152709961,-0.10964018106460571,-0.08277220275587638,0.16928428411483765,-0.1197885274887085,-0.08102574941105445,0.11686369776725769,-0.09139198064804077,-0.08153454210943778,0.23229581117630005,-0.06375652551651001,-0.09864512827581962,0.1965177059173584,-0.04625701904296875,-0.07929516580290397,0.15830343961715698,-0.05603069067001343,-0.06857524063772757,0.11515498161315918,-0.009174644947052002,-0.09632714089340766,0.21621286869049072,-0.00035184621810913086,-0.10056963559574683,0.18768823146820068,0.01028430461883545,-0.08181749280876716,0.14966967701911926,0.005649983882904053,-0.07048773017115195,0
0.0,0.0,0.0,0.025620758533477783,-0.11169248819351196,-0.009530246791086938,0.0842430591583252,-0.2346707582473755,-0.028102872495196607,0.1092105507850647,-0.32756948471069336,-0.046825071398757245,0.09115597605705261,-0.40359988808631897,-0.06133176532819107,0.11795642971992493,-0.2374582290649414,-0.05426900235249832,0.2377604842185974,-0.19741088151931763,-0.08638208133413627,0.20985323190689087,-0.16537421941757202,-0.0973392702384217,0.17166686058044434,-0.1700701117515564,-0.10194995773269966,0.11644288897514343,-0.16423189640045166,-0.06745673490001991,0.23828697204589844,-0.12960565090179443,-0.08785407764150932,0.20363056659698486,-0.1066972017288208,-0.08085448068811729,0.16449415683746338,-0.11621236801147461,-0.07839809877111747,0.11579811573028564,-0.08146953582763672,-0.08058336151077583,0.22669970989227295,-0.05828124284744263,-0.09530048591329887,0.19196653366088867,-0.0424497127532959,-0.07539795113041237,0.15408307313919067,-0.05198460817337036,-0.06446576637461021,0.11571234464645386,-0.00037658214569091797,-0.09417162609531715,0.21219581365585327,0.006207168102264404,-0.09687671584322288,0.1837097406387329,0.015944600105285645,-0.07768365514709785,0.1464928686618805,0.010397374629974365,-0.0661219782872422,0
0.0,0.0,0.0,0.02421712875366211,-0.11034518480300903,-0.009910999398158538,0.08024555444717407,-0.2283722162246704,-0.028348132568822848,0.10594260692596436,-0.3172486424446106,-0.046835809546934115,0.0914979875087738,-0.39267662167549133,-0.06147452031396483,0.12121990323066711,-0.22804322838783264,-0.05240525637887572,0.2347414493560791,-0.18925297260284424,-0.0831893119695053,0.207563579082489,-0.1613774299621582,-0.09423173551581954,0.1714317798614502,-0.16898483037948608,-0.09936914180539702,0.11923769116401672,-0.15629124641418457,-0.06514609192632292,0.23454314470291138,-0.12341088056564331,-0.08521136974118804,0.19989937543869019,-0.1045764684677124,-0.07929892425559615,0.16154012084007263,-0.11522668600082397,-0.07756658231042479,0.11722561717033386,-0.0761215090751648,-0.07783532475255583,0.22312885522842407,-0.05390208959579468,-0.092769156742321,0.1882529854774475,-0.041140198707580566,-0.07375558798335646,0.15070170164108276,-0.05072063207626343,-0.06324294542096709,0.11548113822937012,0.0026925206184387207,-0.0909926105024681,0.20716166496276855,0.007892787456512451,-0.0949104834081993,0.17814397811889648,0.01510465145111084,-0.07652756159328078,0.14144065976142883,0.009064257144927979,-0.06520445232413863,0
0.0,0.0,0.0,0.024723082780838013,-0.1093398928642273,-0.007506813947173896,0.07846218347549438,-0.22614973783493042,-0.024549259431722703,0.10439467430114746,-0.31379106640815735,-0.04188012946403319,0.08939546346664429,-0.38682273030281067,-0.05558891464031035,0.12036290764808655,-0.22743386030197144,-0.04899250958121115,0.23159557580947876,-0.18513721227645874,-0.07764263320720488,0.20684808492660522,-0.15674561262130737,-0.08736303318298155,0.17314785718917847,-0.16395384073257446,-0.09177402276552016,0.1195715069770813,-0.15676724910736084,-0.06178745124495322,0.23162633180618286,-0.11948668956756592,-0.08081818241632277,0.19860637187957764,-0.09999161958694458,-0.07477850336587721,0.1611119508743286,-0.11040270328521729,-0.07241551447665984,0.11884167790412903,-0.07753026485443115,-0.0742047490552693,0.22009843587875366,-0.049292683601379395,-0.0877693356946736,0.1875818967819214,-0.03617751598358154,-0.06966359782970244,0.151230126619339,-0.04637265205383301,-0.059536884166362825,0.11831966042518616,0.00018006563186645508,-0.08683398235595519,0.20473021268844604,0.011376678943634033,-0.0897178487852841,0.17756402492523193,0.019565701484680176,-0.0721443505958348,0.14340722560882568,0.01214301586151123,-0.06124169621622855,0
